text,category,tfidf_lr,tfidf_svm,semantic_lr,semantic_svm,mlp,tfidf_lr_correct,tfidf_svm_correct,semantic_lr_correct,semantic_svm_correct,mlp_correct
How long does a funds transfer take from one back to another?,transfer_timing,pending_transfer,pending_transfer,transfer_timing,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,False,False,True,False,False
My card is being declined for a purchase. I bought items before and the card worked. Do you know what the problem is?,reverted_card_payment?,declined_card_payment,top_up_failed,declined_card_payment,declined_card_payment,declined_card_payment,False,False,False,False,False
why did the app refuse to make an approved payment,reverted_card_payment?,reverted_card_payment?,reverted_card_payment?,card_payment_not_recognised,beneficiary_not_allowed,declined_card_payment,True,True,False,False,False
I was contacted by a seller with a message that they never received my money. I am 100% sure it was taken from my account so I definitely need this sorted out soon.,reverted_card_payment?,reverted_card_payment?,reverted_card_payment?,reverted_card_payment?,Refund_not_showing_up,Refund_not_showing_up,True,True,True,False,False
"I am attempting to make a purchase online, but my card is not working.  I know there are funds available, is this an issue on the banks end?",reverted_card_payment?,card_not_working,reverted_card_payment?,declined_card_payment,top_up_failed,top_up_failed,False,True,False,False,False
"Hi, I would like to file a claim for an inquiry. I am a frequent customer of the company in question and have never had any issue with my purchases, payments, or otherwise. However, the price deducted for an item I purchased a couple of weeks ago has been returned to my checking account. Was there an issue with my payment? The item has already been delivered to me.",reverted_card_payment?,reverted_card_payment?,reverted_card_payment?,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,True,True,False,False,False
May I receive a different card pin,change_pin,get_physical_card,get_physical_card,get_physical_card,get_physical_card,get_physical_card,False,False,False,False,False
I had a transfer blocked,beneficiary_not_allowed,pin_blocked,pin_blocked,failed_transfer,failed_transfer,beneficiary_not_allowed,False,False,False,False,True
How do I do a successful transfer to an account?,beneficiary_not_allowed,beneficiary_not_allowed,beneficiary_not_allowed,transfer_into_account,transfer_into_account,transfer_into_account,True,True,False,False,False
Can you help with a transfer to an account,beneficiary_not_allowed,beneficiary_not_allowed,beneficiary_not_allowed,transfer_into_account,transfer_into_account,beneficiary_not_allowed,True,True,False,False,True
What is the maximum I can transfer before I incur fees?,transfer_fee_charged,top_up_by_bank_transfer_charge,top_up_limits,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,False,False,False,False,False
"Why did I get charged for something I bought online? Even though it was international, I thought it would be covered.",transfer_fee_charged,reverted_card_payment?,reverted_card_payment?,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,False,False,False,False,False
Is there a transfer fee?,transfer_fee_charged,transfer_fee_charged,transfer_fee_charged,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,top_up_by_bank_transfer_charge,True,True,False,False,False
What extra charges are there?,transfer_fee_charged,transfer_fee_charged,extra_charge_on_statement,extra_charge_on_statement,extra_charge_on_statement,getting_spare_card,True,False,False,False,False
I was charged for something I didn't expect,transfer_fee_charged,transfer_fee_charged,direct_debit_payment_not_recognised,extra_charge_on_statement,extra_charge_on_statement,extra_charge_on_statement,True,False,False,False,False
Is it possible for me to get money out in a different currency?,receiving_money,receiving_money,receiving_money,exchange_via_app,exchange_via_app,fiat_currency_support,True,True,False,False,False
Is GBP a supported currency?,receiving_money,exchange_via_app,exchange_via_app,exchange_via_app,exchange_via_app,receiving_money,False,False,False,False,True
How do I deposit my paycheck to this account?,receiving_money,receiving_money,receiving_money,balance_not_updated_after_cheque_or_cash_deposit,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,True,True,False,False,False
"I transferred my funds, why did it not go through?",failed_transfer,failed_transfer,failed_transfer,beneficiary_not_allowed,beneficiary_not_allowed,top_up_reverted,True,True,False,False,False
What are your policies for card transfers?,failed_transfer,country_support,card_delivery_estimate,card_acceptance,card_acceptance,getting_spare_card,False,False,False,False,False
What is stopping my money from transferring?,failed_transfer,transfer_into_account,transfer_into_account,beneficiary_not_allowed,beneficiary_not_allowed,beneficiary_not_allowed,False,False,False,False,False
Can I add funds to the card directly from my bank account?,transfer_into_account,transfer_into_account,transfer_into_account,supported_cards_and_currencies,supported_cards_and_currencies,supported_cards_and_currencies,True,True,False,False,False
How do I top up my card?,transfer_into_account,topping_up_by_card,topping_up_by_card,topping_up_by_card,topping_up_by_card,topping_up_by_card,False,False,False,False,False
How do I do an international transfer?,transfer_into_account,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,transfer_timing,exchange_rate,receiving_money,False,False,False,False,False
I want to order another crad,getting_spare_card,getting_spare_card,getting_spare_card,request_refund,request_refund,request_refund,True,True,False,False,False
Need to deposit a cheque into my account,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,top_up_by_cash_or_cheque,True,True,False,False,True
What type of deposits do you accept into my account?,top_up_by_cash_or_cheque,supported_cards_and_currencies,supported_cards_and_currencies,supported_cards_and_currencies,supported_cards_and_currencies,top_up_by_cash_or_cheque,False,False,False,False,True
how come i can't find anywhere to load using cash,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,cash_withdrawal_not_recognised,True,True,False,False,False
How can I top-up my card?,top_up_by_cash_or_cheque,topping_up_by_card,topping_up_by_card,topping_up_by_card,topping_up_by_card,topping_up_by_card,False,False,False,False,False
How much does it cost in fees to use your card?,order_physical_card,top_up_by_card_charge,top_up_by_card_charge,card_payment_fee_charged,card_payment_fee_charged,card_payment_fee_charged,False,False,False,False,False
can I have a non virtual card?,order_physical_card,getting_virtual_card,getting_virtual_card,getting_virtual_card,getting_virtual_card,getting_virtual_card,False,False,False,False,False
My non-physical card will not work,virtual_card_not_working,card_not_working,card_not_working,card_not_working,card_not_working,card_not_working,False,False,False,False,False
Are there restrictions for my disposable card since it does not seem to be working?,virtual_card_not_working,virtual_card_not_working,virtual_card_not_working,disposable_card_limits,disposable_card_limits,disposable_card_limits,True,True,False,False,False
Can I make multiple online transactions with my virtual card?,virtual_card_not_working,virtual_card_not_working,virtual_card_not_working,disposable_card_limits,disposable_card_limits,disposable_card_limits,True,True,False,False,False
My card is just not working at this time.,virtual_card_not_working,card_not_working,declined_card_payment,card_not_working,card_not_working,card_not_working,False,False,False,False,False
Can you look to make sure the exchange rate is correct,wrong_exchange_rate_for_cash_withdrawal,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,False,False,False,False,False
Is there a fee for exchanging cash?,wrong_exchange_rate_for_cash_withdrawal,exchange_charge,exchange_charge,exchange_charge,exchange_charge,exchange_charge,False,False,False,False,False
Will there be additional costs of I make a withdrawal from a local ATM of British pounds? I need some cash to feel comfortable on the journey home,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,declined_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,cash_withdrawal_charge,wrong_exchange_rate_for_cash_withdrawal,True,False,True,False,True
I took out a foreign currency and the exchange rate is wrong.,wrong_exchange_rate_for_cash_withdrawal,card_payment_wrong_exchange_rate,wrong_exchange_rate_for_cash_withdrawal,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,False,True,False,False,False
how do VR cards work,get_disposable_virtual_card,get_disposable_virtual_card,get_disposable_virtual_card,getting_virtual_card,getting_virtual_card,getting_virtual_card,True,True,False,False,False
I would like a temporary virtual card,get_disposable_virtual_card,getting_virtual_card,getting_virtual_card,getting_virtual_card,getting_virtual_card,getting_virtual_card,False,False,False,False,False
how do i get a virtual card for one time use,get_disposable_virtual_card,get_disposable_virtual_card,get_disposable_virtual_card,getting_virtual_card,getting_virtual_card,get_disposable_virtual_card,True,True,False,False,True
Can i get a single use virtual card,get_disposable_virtual_card,get_disposable_virtual_card,getting_virtual_card,getting_virtual_card,getting_virtual_card,disposable_card_limits,True,False,False,False,False
how does a virtual card work,get_disposable_virtual_card,getting_virtual_card,getting_virtual_card,getting_virtual_card,getting_virtual_card,getting_virtual_card,False,False,False,False,False
Can i get a throw away card,get_disposable_virtual_card,order_physical_card,order_physical_card,getting_spare_card,order_physical_card,get_disposable_virtual_card,False,False,False,False,True
how many transactions can i make with a disposable card,get_disposable_virtual_card,disposable_card_limits,disposable_card_limits,disposable_card_limits,disposable_card_limits,disposable_card_limits,False,False,False,False,False
Can you tell me if my pop-up went through?,top_up_failed,top_up_failed,pending_top_up,pending_top_up,pending_top_up,top_up_failed,True,False,False,False,True
"I really need money from my card today, but my card is getting declined. Please help!!",top_up_failed,declined_card_payment,top_up_failed,declined_card_payment,declined_card_payment,declined_card_payment,False,True,False,False,False
How long does it take for an international transfer into my account?,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,transfer_timing,transfer_timing,transfer_timing,True,True,False,False,False
When will my transfer be available in my account.,balance_not_updated_after_bank_transfer,transfer_timing,transfer_timing,transfer_timing,transfer_timing,transfer_timing,False,False,False,False,False
I didn't get the money I transferred,balance_not_updated_after_bank_transfer,wrong_amount_of_cash_received,transfer_not_received_by_recipient,transfer_not_received_by_recipient,transfer_not_received_by_recipient,transfer_not_received_by_recipient,False,False,False,False,False
I made a transfer and am still waiting.,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,pending_transfer,pending_transfer,transfer_not_received_by_recipient,True,True,False,False,False
I made an out of country transfer and it hasn't went through yet.,balance_not_updated_after_bank_transfer,transfer_not_received_by_recipient,transfer_not_received_by_recipient,transfer_not_received_by_recipient,transfer_not_received_by_recipient,transfer_not_received_by_recipient,False,False,False,False,False
I transferred some money but it is yet to arrive.,balance_not_updated_after_bank_transfer,transfer_not_received_by_recipient,transfer_not_received_by_recipient,transfer_not_received_by_recipient,transfer_not_received_by_recipient,transfer_not_received_by_recipient,False,False,False,False,False
Why don't I have my transfer?,balance_not_updated_after_bank_transfer,failed_transfer,failed_transfer,failed_transfer,failed_transfer,transfer_not_received_by_recipient,False,False,False,False,False
How long until my transfer will be available to me,balance_not_updated_after_bank_transfer,pending_transfer,pending_transfer,transfer_timing,transfer_timing,transfer_timing,False,False,False,False,False
My transfer is pending.,balance_not_updated_after_bank_transfer,pending_transfer,pending_transfer,pending_transfer,pending_transfer,pending_transfer,False,False,False,False,False
How do I cancel my card? There are charges on my account that I didn't make.,cash_withdrawal_not_recognised,card_payment_not_recognised,card_payment_not_recognised,card_payment_not_recognised,card_payment_not_recognised,direct_debit_payment_not_recognised,False,False,False,False,False
whats your exchange rate,exchange_charge,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,False,False,False,False,False
Where do I find the exchange rate?,exchange_charge,exchange_rate,exchange_rate,exchange_rate,exchange_rate,exchange_rate,False,False,False,False,False
"If I want to exchange currency, will there be extras?",exchange_charge,exchange_charge,exchange_charge,exchange_via_app,exchange_via_app,exchange_charge,True,True,False,False,True
WHAT CAN I DO AFTER THE CARD MISSING,activate_my_card,lost_or_stolen_card,lost_or_stolen_card,lost_or_stolen_card,lost_or_stolen_card,card_linking,False,False,False,False,False
Why did I get a fee?,cash_withdrawal_charge,cash_withdrawal_charge,cash_withdrawal_charge,card_payment_fee_charged,card_payment_fee_charged,card_payment_fee_charged,True,True,False,False,False
"When I got cash, I'm pretty sure there was a glitch that overcharged me.",cash_withdrawal_charge,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,wrong_amount_of_cash_received,wrong_exchange_rate_for_cash_withdrawal,wrong_amount_of_cash_received,False,False,False,False,False
do the details of my profile have to match my documents,verify_my_identity,edit_personal_details,edit_personal_details,why_verify_identity,edit_personal_details,edit_personal_details,False,False,False,False,False
