text,category,word_count,char_count,clean_text
How much time do transfers typically take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,transfer_not_received_by_recipient,25,132,how much time do transfer typically take i sent money to a friend who need it urgently it 's been hour and ha not gone through
A transaction to a friend still hasn't shown up.,transfer_not_received_by_recipient,9,48,a transaction to a friend still ha n't shown up
I sent money and the recipient has not received their money after two weeks.,transfer_not_received_by_recipient,14,76,i sent money and the recipient ha not received their money after two week
How long will it take for my transfer to arrive?,transfer_not_received_by_recipient,10,48,how long will it take for my transfer to arrive
Why did the funds not transfer to another recipient?,transfer_not_received_by_recipient,9,52,why did the fund not transfer to another recipient
I sent a payment but it isn't showing up in the app,transfer_not_received_by_recipient,12,51,i sent a payment but it is n't showing up in the app
I tried to transfer some money and it hasn't done it yet - what's going on?,transfer_not_received_by_recipient,16,75,i tried to transfer some money and it ha n't done it yet what 's going on
I made a transfer and they haven't received the money I sent them.,transfer_not_received_by_recipient,13,66,i made a transfer and they have n't received the money i sent them
"how long does it take to transfer money, my retailer is waiting",transfer_not_received_by_recipient,12,63,how long doe it take to transfer money my retailer is waiting
"I sent money to someone but they haven't gotten it, what's going on?",transfer_not_received_by_recipient,13,68,i sent money to someone but they have n't gotten it what 's going on
"How long does it take for transfers to process?  I sent funds to a friend, and she says that she has not yet received anything.",transfer_not_received_by_recipient,25,127,how long doe it take for transfer to process i sent fund to a friend and she say that she ha not yet received anything
Why hasn't the transaction I did to my friend arrive yet?,transfer_not_received_by_recipient,11,57,why ha n't the transaction i did to my friend arrive yet
I sent money about 5 days ago and the recipient has not received the money yet.,transfer_not_received_by_recipient,16,79,i sent money about day ago and the recipient ha not received the money yet
I am just waiting on the completion of the transaction.,transfer_not_received_by_recipient,10,55,i am just waiting on the completion of the transaction
My cash transaction isn't showing on my account,transfer_not_received_by_recipient,8,47,my cash transaction is n't showing on my account
Why hasn't my transaction arrived?,transfer_not_received_by_recipient,5,34,why ha n't my transaction arrived
When are you going to transfer the money?,transfer_not_received_by_recipient,8,41,when are you going to transfer the money
"I have moved to a new house and set up a rent payment to my landlord, it was supposed to be in her account a few days ago but it hasn't arrived.  I definitely sent it to the right place, can you confirm where the money is?",transfer_not_received_by_recipient,47,222,i have moved to a new house and set up a rent payment to my landlord it wa supposed to be in her account a few day ago but it ha n't arrived i definitely sent it to the right place can you confirm where the money is
I need to check status as my friend hasn't got money I sent.,transfer_not_received_by_recipient,13,60,i need to check status a my friend ha n't got money i sent
How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately.,transfer_not_received_by_recipient,24,130,how long do transfer typically take is there a way of speeding the process up my friend need the money i sent her desperately
wheres my money receipt,transfer_not_received_by_recipient,4,23,wheres my money receipt
Money is not in recipients account.,transfer_not_received_by_recipient,6,35,money is not in recipient account
How long does it take for money to transfer?  I sent some to a friend and it hasn't gone through yet.,transfer_not_received_by_recipient,21,101,how long doe it take for money to transfer i sent some to a friend and it ha n't gone through yet
Why hasn't the transaction I did to my friend arrived yet?,transfer_not_received_by_recipient,11,58,why ha n't the transaction i did to my friend arrived yet
"How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.",transfer_not_received_by_recipient,26,129,how much time do transfer take i sent money to a friend who need it fast it 's been hour and the money ha not gone through
"How long should a transfer normally take to process completely? I have a friend that needs it right away, but it's already been 2 hours and she hasn't received it.",transfer_not_received_by_recipient,30,163,how long should a transfer normally take to process completely i have a friend that need it right away but it 's already been hour and she ha n't received it
My friend says he hasn't received my transaction,transfer_not_received_by_recipient,8,48,my friend say he ha n't received my transaction
What is the length of a transaction completion?,transfer_not_received_by_recipient,8,47,what is the length of a transaction completion
I transferred some cash and it has not arrived yet.,transfer_not_received_by_recipient,10,51,i transferred some cash and it ha not arrived yet
I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money?,transfer_not_received_by_recipient,29,135,i need to transfer some money to a friend who is in urgent need of some fast cash how long will it take before she can use that money
Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me?,transfer_not_received_by_recipient,36,205,two day ago i did a transfer to another account within the country it doe n't appear the transfer went through i have verified the account number several time could you please check on this for me
Where did the money transfer go?,transfer_not_received_by_recipient,6,32,where did the money transfer go
When will the transaction be done?,transfer_not_received_by_recipient,6,34,when will the transaction be done
I transferred some money to my mom 2 days ago and she has not received it. I double checked the information and it looks right. Can you help me?,transfer_not_received_by_recipient,29,144,i transferred some money to my mom day ago and she ha not received it i double checked the information and it look right can you help me
Why is it taking so long for a transfer to complete!,transfer_not_received_by_recipient,11,52,why is it taking so long for a transfer to complete
Why is my transfer taking so long to complete?,transfer_not_received_by_recipient,9,46,why is my transfer taking so long to complete
I am just waiting for the transaction to be completed.,transfer_not_received_by_recipient,10,54,i am just waiting for the transaction to be completed
How long do I have  to wait for my transaction to be completed?,transfer_not_received_by_recipient,13,63,how long do i have to wait for my transaction to be completed
I did a money transaction and the recipient doesn't see it,transfer_not_received_by_recipient,11,58,i did a money transaction and the recipient doe n't see it
Why hasn't my friend received the money i sent them yet?,transfer_not_received_by_recipient,11,56,why ha n't my friend received the money i sent them yet
I sent money for my rent to my landlord but she is claiming it hasn't arrived in her account  Can you trace the transfer I made to make sure it arrived so I can provide proof I sent it and that it has been deposited?,transfer_not_received_by_recipient,45,216,i sent money for my rent to my landlord but she is claiming it ha n't arrived in her account can you trace the transfer i made to make sure it arrived so i can provide proof i sent it and that it ha been deposited
Why didn't my friend's transaction arrive yet?,transfer_not_received_by_recipient,7,46,why did n't my friend 's transaction arrive yet
Still waiting for transfer to be completed.,transfer_not_received_by_recipient,7,43,still waiting for transfer to be completed
I transferred some money but it is not here yet,transfer_not_received_by_recipient,10,47,i transferred some money but it is not here yet
What do I do if I completed a money transfer but the recipient hasn't received it?,transfer_not_received_by_recipient,16,82,what do i do if i completed a money transfer but the recipient ha n't received it
"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient,41,227,i have done a transfer within the country a couple day ago but it 's still not there yet can you please check what 's going on with that the account number definitely is the right one i 've checked that several time already
I'm still waiting for my transaction.,transfer_not_received_by_recipient,6,37,i 'm still waiting for my transaction
Why hasn't a transaction I did to my friend arrived yet?,transfer_not_received_by_recipient,11,56,why ha n't a transaction i did to my friend arrived yet
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,transfer_not_received_by_recipient,31,142,i set up a payment to a new payee and sent some money but the person i 'm sending it to ha not received it can you check where the money is
My new landlord says he hasn't received the rent payment that I transferred a couple days ago. I've already checked the account numbers and they are correct. Can you tell me what's going on with this transaction that the transfer isn't showing up on my landlord's end?,transfer_not_received_by_recipient,47,268,my new landlord say he ha n't received the rent payment that i transferred a couple day ago i 've already checked the account number and they are correct can you tell me what 's going on with this transaction that the transfer is n't showing up on my landlord 's end
"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",transfer_not_received_by_recipient,29,139,i ca n't see if the transfer i did a couple day ago is in my account yet i double checked my info before sending too can you check this
My transfer has not arrived.,transfer_not_received_by_recipient,5,28,my transfer ha not arrived
How long does it take for the transfer to go through?,transfer_not_received_by_recipient,11,53,how long doe it take for the transfer to go through
What happens when I money transaction doesn't show up on the receiving side?,transfer_not_received_by_recipient,13,76,what happens when i money transaction doe n't show up on the receiving side
"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?",transfer_not_received_by_recipient,34,173,i 'm trying to make a payment to my new landlord even though the payment wa sent a few day ago it is n't clearing on their side can you verify that payment ha been made
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",transfer_not_received_by_recipient,20,98,i 've waited day for a transfer to reach a retailer account am i going to have to wait longer
my friend has not got the money I sent last week.,transfer_not_received_by_recipient,11,49,my friend ha not got the money i sent last week
Why can't the person I sent the money transfer to see it?,transfer_not_received_by_recipient,12,57,why ca n't the person i sent the money transfer to see it
The money has not yet been placed in recipients account.,transfer_not_received_by_recipient,10,56,the money ha not yet been placed in recipient account
I'm getting concerned here.  I sent a friend some money and she isn't seeing it.  What's going on?,transfer_not_received_by_recipient,18,98,i 'm getting concerned here i sent a friend some money and she is n't seeing it what 's going on
I completed I transfer the day before yesterday in this country. The transfer still is not complete. I've checked on the account number multiple times to make sure that it is the right one. Can you check to see what's going on with this?,transfer_not_received_by_recipient,44,237,i completed i transfer the day before yesterday in this country the transfer still is not complete i 've checked on the account number multiple time to make sure that it is the right one can you check to see what 's going on with this
"I made a transfer for my rent payment about 2 days ago, but my landlord hasn't received it yet. It shows as done on my  side, and I've double check all account numbers and they are correct. Can you verify that the transaction was actually made?",transfer_not_received_by_recipient,46,244,i made a transfer for my rent payment about day ago but my landlord ha n't received it yet it show a done on my side and i 've double check all account number and they are correct can you verify that the transaction wa actually made
Why hasn't arrived yet a transaction I did to my friend?,transfer_not_received_by_recipient,11,56,why ha n't arrived yet a transaction i did to my friend
I'm waiting for my transaction to complete.,transfer_not_received_by_recipient,7,43,i 'm waiting for my transaction to complete
Why hasn't my friend received the transaction?,transfer_not_received_by_recipient,7,46,why ha n't my friend received the transaction
I transferred money and it hasn't come yet,transfer_not_received_by_recipient,8,42,i transferred money and it ha n't come yet
Why hasn't my son received the transfer I sent to him earlier?,transfer_not_received_by_recipient,12,62,why ha n't my son received the transfer i sent to him earlier
How long do money transfers take? My friend really needs the money i sent a couple of hours ago but it's not there yet.,transfer_not_received_by_recipient,24,119,how long do money transfer take my friend really need the money i sent a couple of hour ago but it 's not there yet
Why hasn't the money transfer arrived yet?,transfer_not_received_by_recipient,7,42,why ha n't the money transfer arrived yet
I have not received the completed transaction.,transfer_not_received_by_recipient,7,46,i have not received the completed transaction
how long does it take for a transfer to arrive,transfer_not_received_by_recipient,10,46,how long doe it take for a transfer to arrive
How come my money hasn't shown up yet?,transfer_not_received_by_recipient,8,38,how come my money ha n't shown up yet
"Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check?",transfer_not_received_by_recipient,47,248,hello a few day ago i transferred my rent check to my landlord however he is saying that it ha not gone though on my end everything look fine and i double checked the account number is there anything else that could be holding up the check
Why can't the recepient of my money transaction see it?,transfer_not_received_by_recipient,10,55,why ca n't the recepient of my money transaction see it
The recipient doesn't see the money transaction I made,transfer_not_received_by_recipient,9,54,the recipient doe n't see the money transaction i made
How long will my transaction take?,transfer_not_received_by_recipient,6,34,how long will my transaction take
How long should it take for a transfer to go through? I have been waiting a while.,transfer_not_received_by_recipient,17,82,how long should it take for a transfer to go through i have been waiting a while
"i accidentally entered in my retailers information, what should i do next",transfer_not_received_by_recipient,12,73,i accidentally entered in my retailer information what should i do next
I transferred some cash and it didn't arrive,transfer_not_received_by_recipient,8,44,i transferred some cash and it did n't arrive
where has my transferred money gone?,transfer_not_received_by_recipient,6,36,where ha my transferred money gone
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,transfer_not_received_by_recipient,33,164,i tried doing an in country transfer earlier this week i thought it would be there by now but i still do n't see the money can you check the status on my transfer
Is there a reason a payment is showing complete on my side but the person who is receiving it has not gotten it?,transfer_not_received_by_recipient,23,112,is there a reason a payment is showing complete on my side but the person who is receiving it ha not gotten it
I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on?,transfer_not_received_by_recipient,44,245,i 've checked multiple time to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday the transfer is still not available so can you please find out what is going on
I transferred some money but it hasn't arrived.,transfer_not_received_by_recipient,8,47,i transferred some money but it ha n't arrived
Why is my transaction taking so long to complete?,transfer_not_received_by_recipient,9,49,why is my transaction taking so long to complete
My transfer isn't in,transfer_not_received_by_recipient,4,20,my transfer is n't in
I sent money to my family last Friday but they don't have it.,transfer_not_received_by_recipient,13,61,i sent money to my family last friday but they do n't have it
When will I get my money? It's been too long.,transfer_not_received_by_recipient,10,45,when will i get my money it 's been too long
Why didn't my transfer get to the recipient?,transfer_not_received_by_recipient,8,44,why did n't my transfer get to the recipient
I haven't received money from a transfer?,transfer_not_received_by_recipient,7,41,i have n't received money from a transfer
"I transferred a payment a couple days ago and it shows done, but it has not been received.  Could you please help me?",transfer_not_received_by_recipient,23,117,i transferred a payment a couple day ago and it show done but it ha not been received could you please help me
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,transfer_not_received_by_recipient,47,236,i payed my rent to my landlord a few day ago and he is saying the it never went though everything look good to me and i even double checked the account number i do n't know what could be causing the confusion can you help me please
My transaction has not been received. When are you going to process it?,transfer_not_received_by_recipient,13,71,my transaction ha not been received when are you going to process it
"Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out?",transfer_not_received_by_recipient,44,217,hi i sent my landlord my rent money a few day ago and while everything seems good on my end he say that he never got the money i double checked the account number and it 's correct can you help me figure this out
My cash transaction isn't showing on my receipt,transfer_not_received_by_recipient,8,47,my cash transaction is n't showing on my receipt
My transfer hasn't arrived,transfer_not_received_by_recipient,4,26,my transfer ha n't arrived
I did a money transaction and dont have a receipt,transfer_not_received_by_recipient,10,49,i did a money transaction and dont have a receipt
I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her?,transfer_not_received_by_recipient,26,114,i have a friend who need money a soon a possibly if i were to transfer it how long will it take to get to her
Why hasn't my friend's transaction arrive yet?,transfer_not_received_by_recipient,7,46,why ha n't my friend 's transaction arrive yet
Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?,transfer_not_received_by_recipient,36,185,hi i have made a transaction to my new landlord but unfortunately it show on my end but not on the landlord 's end the number are correct can you confirm when that will go through
I sent money to someone but they haven't gotten it yet,transfer_not_received_by_recipient,11,54,i sent money to someone but they have n't gotten it yet
How long will it take to receive my money from my transfer transaction?,transfer_not_received_by_recipient,13,71,how long will it take to receive my money from my transfer transaction
My transfer didn't arrive to the recipient,transfer_not_received_by_recipient,7,42,my transfer did n't arrive to the recipient
Recipient has not received the money,transfer_not_received_by_recipient,6,36,recipient ha not received the money
The recipient can not locate funds.,transfer_not_received_by_recipient,6,35,the recipient can not locate fund
Why has my transfer not arrived yet?,transfer_not_received_by_recipient,7,36,why ha my transfer not arrived yet
My new landlord is a lier and is trying to rip me off by saying I've not paid my rent when I have paid my rent.  What is going on?  They say the money hasn't got to them but I see it going out of my account.  Can you check that the money went to the right place?,transfer_not_received_by_recipient,58,262,my new landlord is a lier and is trying to rip me off by saying i 've not paid my rent when i have paid my rent what is going on they say the money ha n't got to them but i see it going out of my account can you check that the money went to the right place
I made a transfer to my friend earlier and she hasn't received it yet.  What's the hold up?,transfer_not_received_by_recipient,18,91,i made a transfer to my friend earlier and she ha n't received it yet what 's the hold up
"|I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please?",transfer_not_received_by_recipient,53,257,i moved out of my old house two week ago and cancelled my direct debit to my old landlord this direct debit wa working fine now i 've moved in to a new place and set up a transfer to a new landlord but it 's not reached her yet can you check it please
Why is the transaction to my friend still pending?,transfer_not_received_by_recipient,9,50,why is the transaction to my friend still pending
"The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check on that? The account number is definitely correct, as I've checked.",transfer_not_received_by_recipient,30,178,the day before yesterday i performed a transfer within the country it still ha not completed can you check on that the account number is definitely correct a i 've checked
"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?",transfer_not_received_by_recipient,35,177,i have checked the account information several time to be sure that it is correct but the in country transfer i did a few day ago still ha not appeared what is the hold up
"I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked.",transfer_not_received_by_recipient,31,178,i performed a transfer within the country the day before yesterday but it ha not gone through can you check on that the account number is definitely correct a i 've checked
The day before yesterday I transferred funds to another account within the country.  The funds have not yet arrived.  I double and triple checked the account number and it was correct.  Why hasn't the transfer been completed yet?,transfer_not_received_by_recipient,38,229,the day before yesterday i transferred fund to another account within the country the fund have not yet arrived i double and triple checked the account number and it wa correct why ha n't the transfer been completed yet
Why doesn't the person I sent money to see that transfer yet?,transfer_not_received_by_recipient,12,61,why doe n't the person i sent money to see that transfer yet
"How long does it take for transfers to be approved?  I sent funds to my girlfriend, and she says that she has not seen any approved funds in her account.",transfer_not_received_by_recipient,30,153,how long doe it take for transfer to be approved i sent fund to my girlfriend and she say that she ha not seen any approved fund in her account
How long will it be  before the person I sent money to is able to see it?,transfer_not_received_by_recipient,17,73,how long will it be before the person i sent money to is able to see it
I'm still awaiting for the completion of the transaction.,transfer_not_received_by_recipient,9,57,i 'm still awaiting for the completion of the transaction
What is the time for a transfer?,transfer_not_received_by_recipient,7,32,what is the time for a transfer
I dont see my reciept,transfer_not_received_by_recipient,5,21,i dont see my reciept
Why hasn't my transaction been completed?,transfer_not_received_by_recipient,6,41,why ha n't my transaction been completed
I sent some money and the account hasn't recived the transfer I made.,transfer_not_received_by_recipient,13,69,i sent some money and the account ha n't recived the transfer i made
I'm still expecting the transaction to be finished,transfer_not_received_by_recipient,8,50,i 'm still expecting the transaction to be finished
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?,transfer_not_received_by_recipient,25,122,i transferred some money to a friend of mine who urgently need some money right now how long will it take to get to her
"I sent a payment, but the person I sent it to says they don't have it",transfer_not_received_by_recipient,16,69,i sent a payment but the person i sent it to say they do n't have it
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient,41,234,i have done a transfer within the country the day before yesterday but it 's still not there yet can you please check what 's going on with that the account number definitely is the right one i 've checked that several time already
"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?",transfer_not_received_by_recipient,42,214,i need to verify a payment to my new landlord i transferred the first rent payment a few day ago while it show on my side the landlord is saying he ha n't received it yet can you verify that it ha processed
"I've been waiting since Friday, where is my money?",transfer_not_received_by_recipient,9,50,i 've been waiting since friday where is my money
I sent some money but the intended recipient says it hasn't arrived,transfer_not_received_by_recipient,12,67,i sent some money but the intended recipient say it ha n't arrived
Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side.,transfer_not_received_by_recipient,39,197,could you please help me i made my rent payment and have double checked that i sent it to the right account the person receiving it say he ha not received it but it show complete on my side
I just did a money transaction but its not showing they received it,transfer_not_received_by_recipient,13,67,i just did a money transaction but it not showing they received it
Why hasn't my transaction arrived to my friend yet?,transfer_not_received_by_recipient,9,51,why ha n't my transaction arrived to my friend yet
"I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?",transfer_not_received_by_recipient,29,143,i just transferred my friend money but she ha n't received it yet and it 's been a few hour can you tell me when to expect it to go through
How long will my most recent transfer take to go through? The recipient needs the money urgently.,transfer_not_received_by_recipient,17,97,how long will my most recent transfer take to go through the recipient need the money urgently
My recipient hasn't received the money,transfer_not_received_by_recipient,6,38,my recipient ha n't received the money
when will my transfer arrive,transfer_not_received_by_recipient,5,28,when will my transfer arrive
I just sent money but the person I sent it to doesn't see it. What happened?,transfer_not_received_by_recipient,16,76,i just sent money but the person i sent it to doe n't see it what happened
Why hasn't my transaction completed?,transfer_not_received_by_recipient,5,36,why ha n't my transaction completed
Why hasn't the transaction I did arrive yet?,transfer_not_received_by_recipient,8,44,why ha n't the transaction i did arrive yet
Why isn't the transfer I made to a friend showing?,transfer_not_received_by_recipient,10,50,why is n't the transfer i made to a friend showing
Why is my friend not getting a transaction arrival yet?,transfer_not_received_by_recipient,10,55,why is my friend not getting a transaction arrival yet
How long will a transaction to a friend take?,transfer_not_received_by_recipient,9,45,how long will a transaction to a friend take
Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet.,transfer_not_received_by_recipient,25,138,why ha n't my in country transfer gone through yet i confirmed the account info a couple day ago but the payment ha n't been posted yet
"I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?",transfer_not_received_by_recipient,39,204,i completed a transfer within the uk two day ago but it is still not showing received i have verified the account number is correct already is there anything else i need to do or is there a problem
How can I the person see my money transaction?,transfer_not_received_by_recipient,9,46,how can i the person see my money transaction
I sent a transfer to a friend that needs it urgently. It has already been 2 hours and still hasn't come through to her. How long does it normally take?,transfer_not_received_by_recipient,30,151,i sent a transfer to a friend that need it urgently it ha already been hour and still ha n't come through to her how long doe it normally take
the money i transferred didnt arrive,transfer_not_received_by_recipient,6,36,the money i transferred didnt arrive
Why is my transfer taking so long. I thought it was supposed to only take 1 day if I made a transfer to someone. Can you wee what went wrong?,transfer_not_received_by_recipient,30,141,why is my transfer taking so long i thought it wa supposed to only take day if i made a transfer to someone can you wee what went wrong
"I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?",transfer_not_received_by_recipient,34,168,i sent some money to somebody a couple of hour ago and they still have yet to receive it they really need the money how much longer are they going to have to wait
How long do transfers take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,transfer_not_received_by_recipient,23,117,how long do transfer take i sent money to a friend who need it urgently it 's been hour and ha not gone through
How do I use American express to top up my account?,supported_cards_and_currencies,11,51,how do i use american express to top up my account
Which currencies do you accept for adding money?,supported_cards_and_currencies,8,48,which currency do you accept for adding money
Is my credit card supported for top-ups?,supported_cards_and_currencies,7,40,is my credit card supported for top ups
Am I able to add money into my account using my American Express?,supported_cards_and_currencies,13,65,am i able to add money into my account using my american express
Can I use my American Express card to add money into my account?,supported_cards_and_currencies,13,64,can i use my american express card to add money into my account
Can you tell me what currencies I can use to add money?,supported_cards_and_currencies,12,55,can you tell me what currency i can use to add money
I want to use my American Express for adding money into my account.,supported_cards_and_currencies,13,67,i want to use my american express for adding money into my account
With what currencies can I add money?,supported_cards_and_currencies,7,37,with what currency can i add money
What are the acceptable currencies for adding funds?,supported_cards_and_currencies,8,52,what are the acceptable currency for adding fund
how can i transfer money from american express card,supported_cards_and_currencies,9,51,how can i transfer money from american express card
what cards and currencies are accepted?,supported_cards_and_currencies,6,39,what card and currency are accepted
How can I top up my card with another card?,supported_cards_and_currencies,10,43,how can i top up my card with another card
use my credit to add money,supported_cards_and_currencies,6,26,use my credit to add money
What types of currencies do you accept?,supported_cards_and_currencies,7,39,what type of currency do you accept
Do you accept any card and currency?,supported_cards_and_currencies,7,36,do you accept any card and currency
can i use my mastercard to add money to my account,supported_cards_and_currencies,11,50,can i use my mastercard to add money to my account
What types of cards and money do you accept?,supported_cards_and_currencies,9,44,what type of card and money do you accept
How can I fund another account with my American Express?,supported_cards_and_currencies,10,56,how can i fund another account with my american express
What currencies do you accept to add money?,supported_cards_and_currencies,8,43,what currency do you accept to add money
How can I top up my account and which currency can I use?,supported_cards_and_currencies,13,57,how can i top up my account and which currency can i use
Will my other US credit card be accepted?,supported_cards_and_currencies,8,41,will my other u credit card be accepted
can i top up from a usa credit card,supported_cards_and_currencies,9,35,can i top up from a usa credit card
How can I get funds into my account from my American Express?,supported_cards_and_currencies,12,61,how can i get fund into my account from my american express
Which cards and currencies are supported?,supported_cards_and_currencies,6,41,which card and currency are supported
What are the currencies and cards that are supported with my account?,supported_cards_and_currencies,12,69,what are the currency and card that are supported with my account
What currency can I use to add money?,supported_cards_and_currencies,8,37,what currency can i use to add money
Can I use a credit card from the US to top up?,supported_cards_and_currencies,12,46,can i use a credit card from the u to top up
why don't you accept american express for adding money to my account,supported_cards_and_currencies,12,68,why do n't you accept american express for adding money to my account
Can you tell me what cards and currencies you support?,supported_cards_and_currencies,10,54,can you tell me what card and currency you support
Which foreign currencies do you accept for adding money?,supported_cards_and_currencies,9,56,which foreign currency do you accept for adding money
I only have one other credit card from the US. Do you accept that?,supported_cards_and_currencies,14,66,i only have one other credit card from the u do you accept that
What currencies are approved to add money?,supported_cards_and_currencies,7,42,what currency are approved to add money
I wish to use my American Express to put funds into my account.,supported_cards_and_currencies,13,63,i wish to use my american express to put fund into my account
I have another card from the U.S. Will you be able to accept that one?,supported_cards_and_currencies,15,70,i have another card from the u s will you be able to accept that one
I want to use a payment card to top up my account. How can I do this?,supported_cards_and_currencies,17,69,i want to use a payment card to top up my account how can i do this
Can I use American Express?,supported_cards_and_currencies,5,27,can i use american express
I'd prefer to use my American Express when putting funds into my account.,supported_cards_and_currencies,13,73,i 'd prefer to use my american express when putting fund into my account
What currencies can I use?,supported_cards_and_currencies,5,26,what currency can i use
what cards can i use to add money to my account,supported_cards_and_currencies,11,47,what card can i use to add money to my account
What currencies and methods can i use to top up my account?,supported_cards_and_currencies,12,59,what currency and method can i use to top up my account
Is American Express supported for adding funds?,supported_cards_and_currencies,7,47,is american express supported for adding fund
Do you accept credit cards from the US,supported_cards_and_currencies,8,38,do you accept credit card from the u
Can you accept my other card from the U.S.?  It is the only other one I have.,supported_cards_and_currencies,17,77,can you accept my other card from the u s it is the only other one i have
Do you accept Mastercard?,supported_cards_and_currencies,4,25,do you accept mastercard
"I am adding money, what currencies do you accept to do this?",supported_cards_and_currencies,12,60,i am adding money what currency do you accept to do this
Which currencies do you handle?,supported_cards_and_currencies,5,31,which currency do you handle
what currencies can i use to add money to my account,supported_cards_and_currencies,11,52,what currency can i use to add money to my account
Are there certain cards and currencies you support?,supported_cards_and_currencies,8,51,are there certain card and currency you support
why wont my american express work to add money,supported_cards_and_currencies,9,46,why wont my american express work to add money
Which currencies can I use to add money?,supported_cards_and_currencies,8,40,which currency can i use to add money
Can I use any card and currency?,supported_cards_and_currencies,7,32,can i use any card and currency
What kind of cards are supported?  What currency?,supported_cards_and_currencies,8,49,what kind of card are supported what currency
What US cards do you accept?  I only have 1 other.,supported_cards_and_currencies,11,50,what u card do you accept i only have other
I have a second credit card from the US. Will you take it?,supported_cards_and_currencies,13,58,i have a second credit card from the u will you take it
What cards do you accept to top up my account?,supported_cards_and_currencies,10,46,what card do you accept to top up my account
What currencies do you accept for adding money?,supported_cards_and_currencies,8,47,what currency do you accept for adding money
Can I top off with a debit card?,supported_cards_and_currencies,8,32,can i top off with a debit card
"I want to deposit funds, what payments are accepted?",supported_cards_and_currencies,9,52,i want to deposit fund what payment are accepted
Are cards from the US accepted?,supported_cards_and_currencies,6,31,are card from the u accepted
I'd like to use my American Express to place money into my account.,supported_cards_and_currencies,13,67,i 'd like to use my american express to place money into my account
Please let me know what currency I can use to top up my account?,supported_cards_and_currencies,14,64,please let me know what currency i can use to top up my account
Do you accept all cards and currencies?,supported_cards_and_currencies,7,39,do you accept all card and currency
I have one other credit card from the US. Do you take that?,supported_cards_and_currencies,13,59,i have one other credit card from the u do you take that
Which credit card top-ups do you accept?,supported_cards_and_currencies,7,40,which credit card top ups do you accept
"If I top up by card, what options do I have re: currency and card type?",supported_cards_and_currencies,16,71,if i top up by card what option do i have re currency and card type
What currencies are accepted to add money?,supported_cards_and_currencies,7,42,what currency are accepted to add money
"I want to add money to my card, what payments do you accept?",supported_cards_and_currencies,13,60,i want to add money to my card what payment do you accept
What are my payment options?,supported_cards_and_currencies,5,28,what are my payment option
Can I electronically transfer funds into my account from my American Express?,supported_cards_and_currencies,12,77,can i electronically transfer fund into my account from my american express
